@relation corpus_sms-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement

@attribute text string
@attribute classID {ham,spam}

@data
'Its a great day. Do have yourself a beautiful one.',ham
'No he didnt. Spring is coming early yay!',ham
'Bbq this sat at mine from 6ish. Ur welcome 2 come',ham
'Sorry, Ill call later',ham
'Can ü all decide faster cos my sis going home liao..',ham
'Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\"',ham
'Where are the garage keys? They arent on the bookshelf',ham
'I accidentally deleted the message. Resend please.',ham
'Stupid.its not possible',ham
'Alex says hes not ok with you not being ok with it',ham
'I can ask around but theres not a lot in terms of mids up here',ham
'K.[EMOJI] it at evening da[EMOJI]urgent[EMOJI]',ham
'&lt;#&gt;  w jetton ave if you forgot',ham
'Oh just getting even with u.... u?',ham
'Sending you greetings of joy and happiness. Do have a gr8 evening',ham
'WOT STUDENT DISCOUNT CAN U GET ON BOOKS?',ham
'Well shes in for a big surprise!',ham
'Wow so healthy. Old airport rd lor. Cant thk of anything else. But ill b bathing my dog later.',ham
'What you doing?how are you?',ham
'[EMOJI] sad puppy noise',ham
'Its good, well find a way',ham
'Well you told others youd marry them...',ham
'Joys father is John. Then John is the ____ of Joys father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.',ham
'I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.',ham
'Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx',ham
'Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I cant wait till you come home to me ...*kiss*',ham
'I know girls always safe and selfish know i got it pa. Thank you. good night.',ham
'Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy',ham
'Yeah but which is worse for i',ham
'K, Ill work something out',ham
'Haha... Hope ü can hear the receipt sound... Gd luck!',ham
'Sorry, Ill call later',ham
'I have no money 4 steve mate! !',ham
'I am taking you for italian food. How about a pretty dress with no panties? [EMOJI]',ham
'Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck',ham
'I need to come home and give you some good lovin...',ham
'Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?',ham
'Im reading the text i just sent you. Its meant to be a joke. So read it in that light',ham
'Turns out my friends are staying for the whole show and wont be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth',ham
'That sucks. So what do you got planned for your yo valentine? I am your yo valentine arent I?',ham
'You still coming tonight?',ham
'There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no',ham
'Hey... Why dont we just go watch x men and have lunch... Haha',ham
'He dint tell anything. He is angry on me that why you told to abi.',ham
'They just talking thats it de. They wont any other.',ham
'Hey next sun 1030 theres a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free',ham
'Its ok., i just askd did u knw tht no?',ham
'HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x',ham
'Youre not sure that Im not trying to make xavier smoke because I dont want to smoke after being told I smoke too much?',ham
'Do you still have the grinder?',ham
'I just cooked a rather nice salmon a la you',ham
'Am going to take bath ill place the key in window[EMOJI]',ham
'What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.',ham
'So what did the bank say about the money?',ham
'Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.',ham
Yup...,ham
'Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May',ham
'I am late. I will be there at',ham
'No dear i do have free messages without any recharge. Hi hi hi',ham
'What you did in  leave.',ham
'Its a site to simulate the test. It just gives you very tough questions to test your readiness.',ham
'Once free call me sir.',ham
'its really getting me down just hanging around.',ham
'I dled 3d its very imp',ham
'Same as kallis dismissial in 2nd test[EMOJI].',ham
'There generally isnt one. Its an uncountable noun - u in the dictionary. pieces of research?',ham
'Rats. Hey did u ever vote for the next themes?',ham
'Hey do you want anything to buy[EMOJI]',ham
'I think asking for a gym is the excuse for lazy people. I jog.',ham
'All day working day[EMOJI]except saturday and sunday..',ham
'Its fine, imma get a drink or somethin. Want me to come find you?',ham
'So can collect ur laptop?',ham
'Haha... Sounds crazy, dunno can tahan anot...',ham
'I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.',ham
'Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...',ham
'Haha just kidding, papa needs drugs',ham
'\"ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"',ham
'What should i eat fo lunch senor',ham
'7 at esplanade.. Do ü mind giving me a lift cos i got no car today..',ham
'Cos darren say ü considering mah so i ask ü...',ham
'CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx',ham
'Anything lor but toa payoh got place 2 walk meh...',ham
'Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.',ham
'S now only i took tablets . Reaction morning only.',ham
'GOD ASKED, \"What is forgiveness?\" A little child gave lovely reply, \"It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......',ham
'No message..no responce..what happend?',ham
'PS U no ur a grown up now right?',ham
'I dont knw pa, i just drink milk..',ham
'Ok i vl..do u know i got adsense approved..',ham
'Welp apparently he retired',ham
'Hope youre not having too much fun without me!! see u tomorrow love jess x',ham
'Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!',ham
'Yep, at dereks house now, see you Sunday &lt;3',ham
'Ok i go change also...',ham
'Hes an adult and would learn from the experience. Theres no real danger. I just dont like peeps using drugs they dont need. But no comment',ham
'Im home, my love ... If your still awake ... *loving kiss*',ham
'U ned to convince him tht its not possible witot hurting his feeling its the main',ham
Ok..,ham
'Then ü come n pick me at 530 ar?',ham
'Yeah my usual guys out of town but therere definitely people around I know',ham
'Ma head dey swell oh. Thanks for making my day',ham
'I cant describe how lucky you are that Im actually awake by noon',ham
'He is a womdarfull actor',ham
'Or u ask they all if next sat can a not. If all of them can make it then im ok lor.',ham
'OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx',ham
'U still havent got urself a jacket ah?',ham
'I dont want to hear anything',ham
'A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked hw cn u run so fast? D boy replied \"Boost is d secret of my energy\" n instantly d girl shouted \"our energy\" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs[EMOJI][EMOJI]: gud ni8',ham
'Hey u still at the gym?',ham
'Mum, ive sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.',ham
'Hi i wont b ard 4 christmas. But do enjoy n merry xmas.',ham
'Im used to it. I just hope my agents dont drop me since ive only booked a few things this year. This whole me in boston, them in nyc was an experiment.',ham
'Waiting for your call.',ham
'Best line said in Love: . \"I will wait till the day I can forget u Or The day u realize that u cannot forget me.\"... Gn',ham
'I need you to be in my strong arms...',ham
'Hey ive booked the pilates and yoga lesson already... Haha',ham
'I doubt you could handle 5 times per night in any case...',ham
'Still i have not checked it da. . .',ham
'Ok u can take me shopping when u get paid =D',ham
'Wow v v impressed. Have funs shopping!',ham
'No da..today also i forgot..',ham
'Yeah whatever lol',ham
'When is school starting. Where will you stay. Whats the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.',ham
'Also remember the beads dont come off. Ever.',ham
'Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!',ham
'Ü eatin later but im eatin wif my frens now lei... Ü going home first?',ham
'How come u got nothing to do?',ham
'Omw back to tampa from west palm, you hear what happened?',ham
'You still at grand prix?',ham
'Theoretically yeah, he could be able to come',ham
'Po de [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI]. No need job aha.',ham
'Then get some cash together and Ill text jason',ham
'Try to do something dear. You read something for exams',ham
'Hello madam how are you ?',ham
'He remains a bro amongst bros',ham
'Do we have any spare power supplies',ham
'Also hi wesley howve you been',ham
'I think that tantrums finished so yeah Ill be by at some point',ham
'I cant pick the phone right now. Pls send a message',ham
'Anyway holla at me whenever youre around because I need an excuse to go creep on people in sarasota',ham
'Im gonna rip out my uterus.',ham
'Sorry,in meeting Ill call later',ham
'Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!',ham
'Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end. Can you please help. Thank you for everything.',ham
'Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!',ham
'I AM AT A PARTY WITH ALEX NICHOLS',ham
'Ya, im referin to meis ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...',ham
'Really? I crashed out cuddled on my sofa.',ham
'thanks for the temales it was wonderful. Thank. Have a great week.',ham
'S[EMOJI]ut he had some luck.2 catches put down[EMOJI]',ham
'My exam is for february 4. Wish you a great day.',ham
'Guessin you aint gonna be here before 9?',ham
'Sac will score big hundred.he is set batsman[EMOJI]',ham
'I hope you thats the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl',ham
'This pay is  &lt[EMOJI]ECIMAL&gt;  lakhs[EMOJI]',ham
'Pity, * was in mood for that. So...any other suggestions?',ham
'Yes I started to send requests to make it but pain came back so Im back in bed. Double coins at the factory too. I gotta cash in all my nitros.',ham
'So what do you guys do.',ham
'Ive told you everything will stop. Just dont let her get dehydrated.',ham
'Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.',ham
'HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX',ham
'He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!',ham
'Lol wtf random. Btw is that your lunch break',ham
'S s..first time..dhoni rocks...',ham
'Yeah just open chat and click friend lists. Then make the list. Easy as pie',ham
'As in different styles?',ham
'Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.',ham
'Dont worry. I guess hes busy.',ham
'Its a part of checking IQ',ham
'Happy new year. Hope you are having a good semester',ham
'U know we watchin at lido?',ham
'Spoons it is then okay?',ham
'How i noe... Shes in da car now... Later then c lar... Im wearing shorts...',ham
'Dont give a monkeys wot they think and i certainly dont mind. Any friend of mine&all that! Just dont sleep wiv , that wud be annoyin!',ham
'New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, Im always correct.!',ham
'All e best 4 ur driving tmr [EMOJI]',ham
'Fine if thats the way u feel. Thats the way its gota b',ham
'Not much, just some textin. How bout you?',ham
'I couldnt say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night',ham
'Still chance there. If you search hard you will get it..let have a try [EMOJI]',ham
'Come to me right now, Ahmad',ham
'Ok but tell me half an hr b4 u come i need 2 prepare.',ham
'Ok lor. Msg me b4 u call.',ham
'I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cannt listen me.',ham
'Nah dub but je still buff',ham
'Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all',ham
'No plm i will come da. On the way.',ham
'That means you got an A in epi, she.s fine. She.s here now.',ham
'Me n him so funny...',ham
'Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx',ham
'Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite',ham
'Not able to do anything.',ham
'K..k..im also fine[EMOJI]when will you complete the course?',ham
'Greetings me, ! Consider yourself excused.',ham
'Why didnt u call on your lunch?',ham
'K do I need a login or anything',ham
'Send me the new number',ham
'My drive can only be read. I need to write',ham
'I told her I had a Dr appt next week. She thinks Im gonna die. I told her its just a check. Nothing to be worried about. But she didnt listen.',ham
'Ill get there at 3, unless you guys want me to come some time sooner',ham
'Serious? What like proper tongued her',ham
'Re your call; You didnt see my facebook huh?',ham
'am up to my eyes in philosophy',ham
'Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.',ham
'I might go 2 sch. Yar at e salon now v boring.',ham
'What time is ur flight tmr?',ham
'Thankyou so much for the call. I appreciate your care.',ham
'Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.',ham
'So u gonna get deus ex?',ham
'Aight, see you in a bit',ham
'I am not at all happy with what you saying or doing',ham
'Sir, i am waiting for your call, once free please call me.',ham
'Just sent you an email – to an address with incomm in it, is that right?',ham
'Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee',ham
'How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X',ham
'Ard 6 like dat lor.',ham
'Wa... U so efficient... Gee... Thanx...',ham
'For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I dont have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..',ham
'Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can',ham
'Wot u up 2 u weirdo?',ham
'Am in gobi arts college',ham
'I cant pick the phone right now. Pls send a message',ham
'Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?',ham
'Wishing you and your family Merry \"X\" mas and HAPPY NEW Year in advance..',ham
'Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude',ham
'Thats very rude, you on campus?',ham
'… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \"',ham
'Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.',ham
'Do you think i can move  &lt;#&gt;  in a week',ham
'K.k[EMOJI]when are you going?',ham
'Ok.ok ok..then..whats ur todays plan',ham
'HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN',ham
'Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing',ham
'Tick, tick, tick ... Babe',ham
'Yes we are chatting too.',ham
'Early bird! Any purchases yet?',ham
'House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?',ham
'I meant middle left or right?',ham
'Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. Its a date.',ham
'Miss ya, need ya, want ya, love ya.',ham
'Yo, you around? Just got my car back',ham
'Tee hee. Off to lecture, cheery bye bye.',ham
'Will do, you gonna be at blakes all night? I might be able to get out of here a little early',ham
'Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).',ham
'Anything lor is she coming?',ham
'aathi..where are you dear..',ham
'Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.',ham
'Wake me up at  &lt;#&gt;  am morning[EMOJI]',ham
'I see a cup of coffee animation',ham
'You need to get up. Now.',ham
'Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com',ham
'The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...',ham
'We r outside already.',ham
'Simply sitting and watching match in office..',ham
'For fear of fainting with the of all that housework you just did? Quick have a cuppa',ham
'[EMOJI] oh well, c u later',ham
'Sorry sir, i will call you tomorrow.  senthil.hsbc',ham
'Why is that, princess? I bet the brothas are all chasing you!',ham
'I think chennai well settled?',ham
'Reverse is cheating. That is not mathematics.',ham
'Dude u knw also telugu..thts gud..k, gud nyt..',ham
'Good night my dear.. Sleepwell&amp;Take care',ham
'If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.',ham
'No[EMOJI]i got rumour that you going to buy apartment in chennai[EMOJI]',ham
'Yes i thought so. Thanks.',ham
'Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...',ham
'Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho',ham
'Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \"GOODMORNING &amp; HAVE A NICE DAY\" [EMOJI]',ham
'Come to my home for one last time i wont do anything. Trust me.',ham
'Life style garments account no please.',ham
'The guy did some bitching but I acted like id be interested in buying something else next week and he gave it to us for free',ham
'Pls dont forget to study',ham
'If you r @ home then come down within 5 min',ham
'Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON[EMOJI]',ham
'Ill probably be by tomorrow (or even later tonight if somethings going on)',ham
'WHORE YOU ARE UNBELIEVABLE.',ham
'But im surprised she still can guess right lor...',ham
'Oh...i asked for fun. Haha...take care. ü',ham
'Sad story of a Man - Last week was my bday. My Wife didnt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.',ham
'U in town alone?',ham
'Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tts e best choice den we juz have to take it...',ham
'OH MR SHEFFIELD! You wanna play THAT game, okay. Youre the boss and Im the nanny. You give me a raise and Ill give YOU one!!',ham
'But i juz remembered i gotta bathe my dog today..',ham
'Mathews or tait or edwards or anderson',ham
'Understand. his loss is my gain [EMOJI] so do you work? School?',ham
'Great comedy..cant stop laughing da[EMOJI]',ham
'Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?',ham
'Do you like shaking your booty on the dance floor?',ham
'We don call like  &lt;#&gt;  times oh. No give us hypertension oh.',ham
'Ok thanx... Take care then...',ham
'I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.',ham
'Aww thats the first time u said u missed me without asking if I missed u first. You DO love me! [EMOJI]',ham
'U wan 2 haf lunch im in da canteen now.',ham
'Eh den sat u book e kb liao huh...',ham
'You in your room? I need a few',ham
'No probably  &lt;#&gt; \%.',ham
'Ugh y cant u just apologize, admit u were wrong and ask me to take u back?',ham
'Hello! Hows you and how did saturday go? I was just texting to see if youd decided to do anything tomo. Not that im trying to invite myself or anything!',ham
'i cant talk to you now.i will call when i can.dont keep calling.',ham
'Whats nannys address?',ham
'K[EMOJI]k[EMOJI]good[EMOJI]tudy well.',ham
'Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu',ham
'I am late. I will be there at',ham
'Headin towards busetop',ham
'Not yet chikku..wat abt u?',ham
'Just taste fish curry [EMOJI]',ham
'Im home...',ham
'Y de asking like this.',ham
'No no. I will check all rooms befor activities',ham
'\"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV\"',ham
'Remind me how to get there and I shall do so',ham
'Will purchase d stuff today and mail to you. Do you have a po box number?',ham
'Esplanade lor. Where else...',ham
'Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!',ham
'* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train',ham
'And popping &lt;#&gt; ibuprofens was no help.',ham
'This pen thing is beyond a joke. Wont a Biro do? Dont do a masters as cant do this ever again!',ham
'Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow',ham
'Yes princess! I want to make you happy...',ham
'No chikku nt yet.. Ya im free',ham
'Please dont text me anymore. I have nothing else to say.',ham
'I guess thats why you re worried. You must know that theres a way the body repairs itself. And im quite sure you shouldnt worry. Well take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing youve said is a reason to worry but i.ll keep on followin you up.',ham
'Do ü all wan 2 meet up n combine all the parts? Hows da rest of da project going?',ham
'ALSO TELL HIM I SAID HAPPY BIRTHDAY',ham
'Must come later.. I normally bathe him in da afternoon mah..',ham
'Hey babe, hows it going ? Did you ever figure out where your going for New Years ?',ham
'Thanx a lot 4 ur help!',ham
'The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. Ill double check and text you again tomorrow',ham
'Let me know how to contact you. Ive you settled in a room. Lets know you are ok.',ham
'I surely dont forgot to come[EMOJI]i will always be in touch in with you[EMOJI]',ham
'Im at home n ready...',ham
'What time do u get out?',ham
'No that just means you have a fat head',ham
'Tonight? Yeah, Id be down for that',ham
'You are a big chic. Common. Declare',ham
'Haiyoh... Maybe your hamster was jealous of million',ham
'Tunde, how are you doing. This is just wishing you a great day. Abiola.',ham
'A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND',ham
'Where are you ? You said you would be here when I woke ... [EMOJI]',ham
'Probably earlier than that if the stations where I think it is',ham
'Doc prescribed me morphine cause the other pain meds arent enough. Waiting for my mom to bring it. That med should kick in fast so Im gonna try to be on later',ham
'Hi Dear Call me its urgnt. I dont know whats your problem. You dont want to work or if you have any other problem at least tell me. Wating for your reply.',ham
'When did dad get back.',ham
'Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more [EMOJI]',ham
'No messages on her phone. Im holding it now',ham
'Sounds like something that someone testing me would sayy',ham
'Haha awesome, I might need to take you up on that, what you doin tonight?',ham
'Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath',ham
'Awesome, text me when youre restocked',ham
'Yup n her fren lor. Im meeting my fren at 730.',ham
'1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.',ham
'Yup ive finished c ü there...',ham
'Dont gimme that lip caveboy',ham
'Like a personal sized or what',ham
'Tell me theyre female :V howre you throwing in? Were deciding what all to get now',ham
'Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted',ham
'Im working technical support [EMOJI]voice process.',ham
'Yes, im small kid.. And boost is the secret of my energy..',ham
'Oh god. Im gonna Google nearby cliffs now.',ham
'8 at the latest, gs still there if you can scrounge up some ammo and want to give the new ak a try',ham
'No prob. I will send to your email.',ham
'S[EMOJI]kallis wont play in first two odi[EMOJI]',ham
'Why you keeping me away like this',ham
'Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning',ham
'Oh baby of the house. How come you dont have any new pictures on facebook',ham
'We will meet soon princess! Ttyl!',ham
'Yo im right by yo work',ham
'Pass dis to all ur contacts n see wat u get! Red;im in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;im jealous of u. Brown;i miss you Nw plz giv me one color',ham
'So why didnt you holla?',ham
'No dude, its not fake..my frnds got money, thts y im reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..',ham
'Oh ok..',ham
'Well I wasnt available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;',ham
'Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \" I will be with YOU \" Wherevr.. Whenevr.. Forevr... Gudnyt dear..',ham
'Uhhhhrmm isnt having tb test bad when youre sick',ham
'I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...',ham
'Oh k k[EMOJI]ut he is not a big hitter.anyway good',ham
'THIS IS A LONG FUCKIN SHOWR',ham
'I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA',ham
'R u over scratching it?',ham
'Goodmorning, today i am late for 1hr.',ham
'Oops. 4 got that bit.',ham
'\"Pete can you please ring meive hardly gotany credit\"',ham
'Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?',ham
'Yeah I am, so Ill leave maybe 7ish?',ham
'Sorry I flaked last night, shits seriously goin down with my roommate, what you up to tonight?',ham
'Haha better late than ever, any way I could swing by?',ham
'Err... Cud do. Im going to  at 8pm. I havent got a way to contact him until then.',ham
'I cant right this second, gotta hit people up first',ham
'Or I guess  &lt;#&gt;  min',ham
'I am great princess! What are you thinking about me? [EMOJI]',ham
'They will pick up and drop in car.so no problem..',ham
'Anytime lor...',ham
'excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?',ham
'Im in office now da[EMOJI]where are you?',ham
'Pls help me tell sura that im expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks',ham
'Sorry about that this is my mates phone and i didnt write it love Kate',ham
'Check wid corect speling i.e. Sarcasm',ham
'Therell be a minor shindig at my place later tonight, you interested?',ham
'Reverse is cheating. That is not mathematics.',ham
'Sad story of a Man - Last week was my bday. My Wife didnt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.',ham
'Im very happy for you babe ! Woo hoo party on dude!',ham
'No. Shes currently in scotland for that.',ham
'Its normally hot mail. Com you see!',ham
'Hey... are you going to quit soon? Xuhui and i working till end of the month',ham
'Ugh I dont wanna get out of bed. Its so warm.',ham
'When can ü come out?',ham
'I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book',ham
'What time you coming down later?',ham
'I want snow. Its just freezing and windy.',ham
'Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!',ham
'The guy (kadeem) hasnt been selling since the break, I know one other guy but hes paranoid as fuck and doesnt like selling without me there and I cant be up there til late tonight',ham
'Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks',ham
'Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?',ham
'Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.',ham
'Its hard to believe things like this. All can say lie but think twice before saying anything to me.',ham
'Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL',ham
'Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola',ham
